dataset,scenario,model,mode,preprocess,classes,class_counts,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
pathway2235,4_classes_all,rf,grid,"{'use_clr': True, 'use_scaler': True, 'k_features': 50}","[np.str_('AIP'), np.str_('NP'), np.str_('RP'), np.str_('SIP')]","{'SIP': 27, 'AIP': 27, 'RP': 25, 'NP': 25}",0.36428571428571427,0.07510385855041668,0.36166666666666664,0.07085783889827102,0.34345238095238095,0.09570477179676674,0.36166666666666664,0.07085783889827102,0.33876845376845377,0.07995097202408766,0.6858194444444444,0.0635817392235609
