dataset,scenario,model,mode,preprocess,classes,class_counts,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
pathway2235,3_classes_np_rp_irrev,rf,grid,"{'use_clr': True, 'use_scaler': True, 'k_features': 50}","[np.str_('NP'), np.str_('RP'), np.str_('irreversible')]","{'irreversible': 54, 'RP': 25, 'NP': 25}",0.51,0.07484678227102708,0.3854545454545454,0.06129906816237712,0.3577209772798008,0.09056222949445873,0.3854545454545454,0.06129906816237712,0.35015384615384615,0.06673768360826929,0.6545227272727273,0.10843130900163939
