dataset,scenario,model,mode,preprocess,classes,class_counts,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
pathway2235,binary_rev_vs_irrev_drop_np,rf,grid,"{'use_clr': True, 'use_scaler': True, 'k_features': 50}","[np.str_('irreversible'), np.str_('reversible')]","{'irreversible': 54, 'reversible': 25}",0.7316666666666667,0.13105474894952193,0.6109090909090908,0.15122092644551982,0.7194871794871794,0.2623756812948833,0.6109090909090908,0.15122092644551982,0.6078948877209747,0.1849993664245367,,
